"National
Dex","Pokemon
Name",Generation,Type,"Kanto Dex #
(RBYFRLG)","Kanto Dex #
(LGPE)","New Dex #
(GSC)","Johto Dex #
(HGSS)","Hoenn Dex #
(RSE)","Hoenn Dex #
(ORAS)","Sinnoh Dex #
(DPBDSP)","Sinnoh Dex #
(Pt)","Unova Dex #
(BW)","Unova Dex #
(B2W2)","Central Kalos Dex #
(XY)","Coastal Kalos Dex #
(XY)","Mount Kalos Dex #
(XY)","Alola Dex #
(SM)","Melemele Dex #
(SM)","Akala Dex #
(SM)","Ula'ula Dex #
(SM)","Poni Dex #
(SM)","Alola Dex #
(USUM)","Melemele Dex #
(USUM)","Akala Dex #
(USUM)","Ula'ula Dex #
(USUM)","Poni Dex #
(USUM)","Galar Dex #
(SwSh)","Isle of Armor Dex #
(SwSh)","Crown Tund Dex #
(SwSh)","Hisui Dex #
(LA)","Paldea Dex #
(SV)",Kitakami Dex # (SV),Blueberry Dex # (SV),HP,Attack,Defense,"Special
Attack","Special
Defense",Speed,Total,Type I,Type II,Ability I,Ability II,Hidden Ability,Height (ft),Height (m),Weight (lbs),Weight (kg),HP EVs,Attcak EVs,Defense EVs,Special Attack EVs,Special Defense EVs,Speed EVs,"Experience
Value",Catch Rate,"Experience
Growth",Base Friendship,Pokedex Color,Gender Ratio,Egg Cycles,Egg Group I,Egg Group II,"Evolution
Method"
586,Sawsbuck,5,,,,,,,,,,92,160,,,,,,,,,,,,,,,,,,191,,39,80,100,70,60,70,95,475,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,"6'03""","1,9","203,9","92,5",,2,,,,,166,75,Med Fast,50,Brown,Neutral,20,Field,,
587,Emolga,5,,,,,,,,,,93,144,,86,,274,,,,89,364,,,,111,,102,,,,,,55,75,60,75,60,103,428,Electric,Flying,Static,,Motor Drive,"1'04""","0,4",11,5,,,,,,2,150,200,Med Fast,50,White,Neutral,20,Field,,
588,Karrablast,5,,,,,,,,,,94,155,,,22,,,,,,,,,,,273,66,95,,,,,50,75,45,40,45,60,315,Bug,,Swarm,Shed Skin,No Guard,"1'08""","0,5",13,"5,9",,1,,,,,63,200,Med Fast,50,Blue,Neutral,15,Bug,,Trade (For Shelmet)
589,Escavalier,5,,,,,,,,,,95,156,,,23,,,,,,,,,,,274,67,96,,,,,70,135,105,60,105,20,495,Bug,Steel,Swarm,Shell Armor,Overcoat,"3'03""",1,"72,8",33,,2,,,,,173,75,Med Fast,50,Gray,Neutral,15,Bug,,
590,Foongus,5,,,,,,,,,,96,161,,,53,,,,,,,,,,,,77,,,205,,,69,55,45,55,55,15,294,Grass,Poison,Effect Spore,,Regenerator,"0'08""","0,2","2,2",1,1,,,,,,59,190,Med Fast,50,White,Neutral,20,Grass,,Lv. 39
591,Amoonguss,5,,,,,,,,,,97,162,,,54,,,,,,,,,,,,78,,,206,,,114,85,70,85,80,30,464,Grass,Poison,Effect Spore,,Regenerator,"2'00""","0,6","23,1","10,5",2,,,,,,162,75,Med Fast,50,White,Neutral,20,Grass,,
592,Frillish,5,,,,,,,,,,98,180,,,,,,,,,318,,,139,,305,192,,,,,,55,40,50,65,85,40,335,Water,Ghost,Water Absorb,Cursed Body,,"3'11""","1,2","72,8",33,,,,,1,,67,190,Med Fast,50,White,Neutral,20,Amorphous,,Lv. 40
593,Jellicent,5,,,,,,,,,,99,181,,,,,,,,,319,,,140,,306,193,,,,,,100,60,70,85,105,60,480,Water,Ghost,Water Absorb,Cursed Body,Damp,"7'03""","2,2","297,6",135,,,,,2,,168,60,Med Fast,50,White,Neutral,20,Amorphous,,
594,Alomomola,5,,,,,,,,,,100,182,,149,,157,,84,,,191,,92,,,,,,,336,,85,165,75,80,40,45,65,470,Water,,Healer,Hydration,Regenerator,"3'11""","1,2","69,7","31,6",2,,,,,,165,75,Fast,50,Pink,Neutral,40,Water 1,Water 2,
595,Joltik,5,,,,,,,,,,101,173,,,,,,,,,,,,,,64,,93,,,,132,50,47,50,57,50,65,319,Bug,Electric,Compoundeyes,Unnerve,Swarm,"0'04""","0,1","1,3","0,6",,,,,,1,64,190,Med Fast,50,Yellow,Neutral,20,Bug,,Lv. 36
596,Galvantula,5,,,,,,,,,,102,174,,,,,,,,,,,,,,65,,94,,,,133,70,77,60,97,60,108,472,Bug,Electric,Compoundeyes,Unnerve,Swarm,"2'07""","0,8","31,5","14,3",,,,,,2,165,75,Med Fast,50,Yellow,Neutral,20,Bug,,
597,Ferroseed,5,,,,,,,,,,103,175,,69,,,,,,,,,,,,189,,179,,,,,44,50,91,24,86,10,305,Grass,Steel,Iron Barbs,,,"2'00""","0,6","41,4","18,8",,,1,,,,61,255,Med Fast,50,Gray,Neutral,20,Grass,Mineral,Lv. 40
598,Ferrothorn,5,,,,,,,,,,104,176,,70,,,,,,,,,,,,190,,180,,,,,74,94,131,54,116,20,489,Grass,Steel,Iron Barbs,,,"3'03""",1,"242,5",110,,,2,,,,171,90,Med Fast,50,Gray,Neutral,20,Grass,Mineral,
599,Klink,5,,,,,,,,,,105,130,,,,,,,,,,,,,,113,,,,,,,40,55,70,45,60,30,300,Steel,,Plus,Minus,Clear Body,"1'00""","0,3","46,3",21,,,1,,,,60,130,Med Slow,50,Gray,None,20,Mineral,,Lv. 38
600,Klang,5,,,,,,,,,,106,131,,,,,,,,,,,,,,114,,,,,,,60,80,95,70,85,50,440,Steel,,Plus,Minus,Clear Body,"2'00""","0,6","112,4",51,,,2,,,,154,60,Med Slow,50,Gray,None,20,Mineral,,Lv. 49
601,Klinklang,5,,,,,,,,,,107,132,,,,,,,,,,,,,,115,,,,,,,60,100,115,70,85,90,520,Steel,,Plus,Minus,Clear Body,"2'00""","0,6","178,6",81,,,3,,,,260,30,Med Slow,50,Gray,None,20,Mineral,,
602,Tynamo,5,,,,,,,,,,108,177,,,,,,,,,,,,,,,,,,341,175,134,35,55,40,45,40,60,275,Electric,,Levitate,,,"0'08""","0,2","0,7","0,3",,,,,,1,55,190,Slow,50,White,Neutral,20,Amorphous,,Lv. 39
603,Eelektrik,5,,,,,,,,,,109,178,,,,,,,,,,,,,,,,,,342,176,135,65,85,70,75,70,40,405,Electric,,Levitate,,,"3'11""","1,2","48,5",22,,2,,,,,142,60,Slow,50,Blue,Neutral,20,Amorphous,,Thunder Stone
604,Eelektross,5,,,,,,,,,,110,179,,,,,,,,,,,,,,,,,,343,177,136,85,115,80,105,80,50,515,Electric,,Levitate,,,"6'11""","2,1","177,5","80,5",,3,,,,,258,30,Slow,50,Blue,Neutral,20,Amorphous,,
605,Elgyem,5,,,,,,,,,,111,188,,,,,,,,,275,,,96,,277,,,,,,,55,55,55,85,55,30,335,Psychic,,Telepathy,Synchronize,Analytic,"1'08""","0,5","19,8",9,,,,1,,,67,255,Med Fast,50,Blue,Neutral,20,Human-Like,,Lv. 42
606,Beheeyem,5,,,,,,,,,,112,189,,,,,,,,,276,,,97,,278,,,,,,,75,75,75,125,95,40,485,Psychic,,Telepathy,Synchronize,Analytic,"3'03""",1,"76,1","34,5",,,,2,,,170,90,Med Fast,50,Brown,Neutral,20,Human-Like,,
607,Litwick,5,,,,,,,,,,113,190,,,65,,,,,,,,,,,287,,48,,,146,,50,30,55,65,55,20,275,Ghost,Fire,Flash Fire,Flame Body,Shadow Tag,"1'00""","0,3","6,8","3,1",,,,1,,,55,190,Med Slow,50,White,Neutral,20,Amorphous,,Lv. 41
608,Lampent,5,,,,,,,,,,114,191,,,66,,,,,,,,,,,288,,49,,,147,,60,40,60,95,60,55,370,Ghost,Fire,Flash Fire,Flame Body,Shadow Tag,"2'00""","0,6","28,7",13,,,,2,,,130,90,Med Slow,50,Black,Neutral,20,Amorphous,,Dusk Stone
609,Chandelure,5,,,,,,,,,,115,192,,,67,,,,,,,,,,,289,,50,,,148,,60,55,90,145,90,80,520,Ghost,Fire,Flash Fire,Flame Body,Shadow Tag,"3'03""",1,"75,6","34,3",,,,3,,,260,45,Med Slow,50,Black,Neutral,20,Amorphous,,
610,Axew,5,,,,,,,,,,116,183,148,,,,,,,,,,,,,324,,,,155,,140,46,87,60,30,40,57,320,Dragon,,Rivalry,Mold Breaker,Unnerve,"2'00""","0,6","39,7",18,,1,,,,,64,75,Slow,35,Green,Neutral,40,Monster,Dragon,Lv. 38
611,Fraxure,5,,,,,,,,,,117,184,149,,,,,,,,,,,,,325,,,,156,,141,66,117,70,40,50,67,410,Dragon,,Rivalry,Mold Breaker,Unnerve,"3'03""",1,"79,4",36,,2,,,,,144,60,Slow,35,Green,Neutral,40,Monster,Dragon,Lv. 48
612,Haxorus,5,,,,,,,,,,118,185,150,,,,,,,,,,,,,326,,,,157,,142,76,147,90,60,70,97,540,Dragon,,Rivalry,Mold Breaker,Unnerve,"5'11""","1,8","232,6","105,5",,3,,,,,270,45,Slow,35,Yellow,Neutral,40,Monster,Dragon,
613,Cubchoo,5,,,,,,,,,,119,195,,,81,,,,,,,,,,,279,,121,,355,,153,55,70,40,60,40,40,305,Ice,,Snow Cloak,Slush Rush,Rattled,"1'08""","0,5","18,7","8,5",,1,,,,,61,120,Med Fast,50,White,Neutral,20,Field,,Lv. 37
614,Beartic,5,,,,,,,,,,120,196,,,82,,,,,,,,,,,280,,122,,356,,154,95,130,80,70,80,50,505,Ice,,Snow Cloak,Slush Rush,Swift Swim,"8'06""","2,6","573,2",260,,2,,,,,177,60,Med Fast,50,White,Neutral,20,Field,,
615,Cryogonal,5,,,,,,,,,,121,197,,,111,,,,,,,,,,,,,30,,360,,,80,50,50,95,135,105,515,Ice,,Levitate,,,"3'07""","1,1","326,3",148,,,,,2,,180,25,Med Fast,50,Blue,None,25,Mineral,,
616,Shelmet,5,,,,,,,,,,122,157,,,24,,,,,,,,,,,275,64,97,,,,,50,40,85,40,65,25,305,Bug,,Hydration,Shell Armor,Overcoat,"1'04""","0,4",17,"7,7",,,1,,,,61,200,Med Fast,50,Red,Neutral,15,Bug,,Trade (For Karrablast)
617,Accelgor,5,,,,,,,,,,123,158,,,25,,,,,,,,,,,276,65,98,,,,,80,70,40,100,60,145,495,Bug,,Hydration,Sticky Hold,Unburden,"2'07""","0,8","55,8","25,3",,,,,,2,173,75,Med Fast,50,Red,Neutral,15,Bug,,
618,Stunfisk,5,,,,,,,,,,124,231,,,39,,,,,,,,,,,226,,,,,,,109,66,84,81,99,32,471,Ground,Electric,Static,Limber,Sand Veil,"2'04""","0,7","24,3",11,2,,,,,,165,75,Med Fast,70,Brown,Neutral,20,Water 1,Amorphous,
"618,1",Stunfisk (Galarian),8,Galarian Form,,,,,,,,,,,,,,,,,,,,,,,,226,,,,,,,109,81,99,66,84,32,471,Ground,Steel,Mimicry,,,"2'04""","0,7","45,2","20,5",2,,,,,,165,75,Med Fast,70,Green,Neutral,20,Water 1,Amorphous,
619,Mienfoo,5,,,,,,,,,,125,219,,3,,,,,,,359,,,,106,,163,,,,137,,45,85,50,55,50,65,350,Fighting,,Inner Focus,Regenerator,Reckless,"2'11""","0,9","44,1",20,,1,,,,,70,180,Med Slow,50,Yellow,Neutral,25,Field,Human-Like,Lv. 50
620,Mienshao,5,,,,,,,,,,126,220,,4,,,,,,,360,,,,107,,164,,,,138,,65,125,60,95,60,105,510,Fighting,,Inner Focus,Regenerator,Reckless,"4'07""","1,4","78,3","35,5",,2,,,,,179,45,Med Slow,50,Purple,Neutral,25,Field,Human-Like,
621,Druddigon,5,,,,,,,,,,127,270,,,141,,,,,,374,,,,121,,63,119,,,,,77,120,90,60,90,48,485,Dragon,,Rough Skin,Sheer Force,Mold Breaker,"5'03""","1,6","306,4",139,,2,,,,,170,45,Med Fast,50,Red,Neutral,30,Dragon,Monster,
622,Golett,5,,,,,,,,,,128,271,,91,,,,,,,312,,,133,,88,,153,,,,123,59,74,50,35,50,35,303,Ground,Ghost,Iron Fist,Klutz,No Guard,"3'03""",1,"202,8",92,,1,,,,,61,190,Med Fast,50,Green,None,25,Mineral,,Lv. 43
623,Golurk,5,,,,,,,,,,129,272,,92,,,,,,,313,,,134,,89,,154,,,,124,89,124,80,55,80,55,483,Ground,Ghost,Iron Fist,Klutz,No Guard,"9'02""","2,8","727,5",330,,2,,,,,169,90,Med Fast,50,Green,None,25,Mineral,,
624,Pawniard,5,,,,,,,,,,130,223,,,48,,,,,,337,,,158,,246,29,,,367,186,,45,85,70,40,40,60,340,Dark,Steel,Defiant,Inner Focus,Pressure,"1'08""","0,5","22,5","10,2",,1,,,,,68,120,Med Fast,35,Red,Neutral,20,Human-Like,,Lv. 52
625,Bisharp,5,,,,,,,,,,131,224,,,49,,,,,,338,,,159,,247,30,,,368,187,,65,125,100,60,70,70,490,Dark,Steel,Defiant,Inner Focus,Pressure,"5'03""","1,6","154,3",70,,2,,,,,172,45,Med Fast,35,Red,Neutral,20,Human-Like,,Level Up (After Defeating 3 Leader Bisharp)
626,Bouffalant,5,,,,,,,,,,132,269,,,,,,,,,,,,,,,53,,,,,,95,110,95,40,95,55,490,Normal,,Reckless,Sap Sipper,Soundproof,"5'03""","1,6","208,6","94,6",,2,,,,,172,45,Med Fast,50,Brown,Neutral,20,Field,,
627,Rufflet,5,,,,,,,,,,133,109,,,,75,75,,,26,89,89,,,35,281,179,,221,365,,32,70,83,50,37,50,60,350,Normal,Flying,Keen Eye,Sheer Force,Hustle,"1'08""","0,5","23,1","10,5",,1,,,,,70,190,Slow,50,White,M (100%),20,Flying,,Lv. 54
628,Braviary,5,,,,,,,,,,134,110,,,,76,76,,,27,90,90,,,36,282,180,,,366,,33,100,123,75,57,75,80,510,Normal,Flying,Keen Eye,Sheer Force,Defiant,"4'11""","1,5","90,4",41,,2,,,,,179,60,Slow,50,Red,M (100%),20,Flying,,
"628,1",Braviary (Hisuian),8,Hisuian Form,,,,,,,,,,,,,,,,,,,,,,,,,,,222,,,,110,83,70,112,70,65,510,Psychic,Flying,Keen Eye,Sheer Force,Tinted Lens,"5'07""","1,7","95,7","43,4",,,,2,,,179,60,Slow,50,White,M (100%),20,Flying,,
629,Vullaby,5,,,,,,,,,,135,111,,,,77,77,,,28,91,91,,,37,283,181,,,,127,34,70,55,75,45,65,60,370,Dark,Flying,Big Pecks,Overcoat,Weak Armor,"1'08""","0,5","19,8",9,,,1,,,,74,190,Slow,35,Brown,F (100%),20,Flying,,Lv. 54
630,Mandibuzz,5,,,,,,,,,,136,112,,,,78,78,,,29,92,92,,,38,284,182,,,,128,35,110,65,105,55,95,80,510,Dark,Flying,Big Pecks,Overcoat,Weak Armor,"3'11""","1,2","87,1","39,5",,,,2,,,179,60,Slow,35,Brown,F (100%),20,Flying,,
631,Heatmor,5,,,,,,,,,,137,193,,,105,,,,,,,,,,,317,,102,,,,,85,97,66,105,66,65,484,Fire,,Gluttony,Flash Fire,White Smoke,"4'07""","1,4","127,9",58,,,,2,,,169,90,Med Fast,50,Red,Neutral,20,Field,,
632,Durant,5,,,,,,,,,,138,194,,,106,,,,,,,,,,,316,,101,,,,,58,109,112,48,48,109,484,Bug,Steel,Swarm,Hustle,Truant,"1'00""","0,3","72,8",33,,,2,,,,169,90,Med Fast,50,Gray,Neutral,20,Bug,,
633,Deino,5,Pseudo Legendary,,,,,,,,,139,273,,,142,,,,,,,,,,,386,,136,,370,,,52,65,50,45,50,38,300,Dark,Dragon,Hustle,,,"2'07""","0,8","38,1","17,3",,1,,,,,60,45,Slow,35,Blue,Neutral,40,Dragon,,Lv. 50
634,Zweilous,5,Pseudo Legendary,,,,,,,,,140,274,,,143,,,,,,,,,,,387,,137,,371,,,72,85,70,65,70,58,420,Dark,Dragon,Hustle,,,"4'07""","1,4","110,2",50,,2,,,,,147,45,Slow,35,Blue,Neutral,40,Dragon,,Lv. 64
635,Hydreigon,5,Pseudo Legendary,,,,,,,,,141,275,,,144,,,,,,,,,,,388,,138,,372,,,92,105,90,125,90,98,600,Dark,Dragon,Levitate,,,"5'11""","1,8","352,7",160,,,,3,,,300,45,Slow,35,Blue,Neutral,40,Dragon,,
636,Larvesta,5,,,,,,,,,,142,171,,,,,,,,,203,,104,,,,186,,,274,,,55,85,55,50,55,60,360,Bug,Fire,Flame Body,,Swarm,"3'07""","1,1","63,5","28,8",,1,,,,,72,45,Slow,50,White,Neutral,40,Bug,,Lv. 59
637,Volcarona,5,,,,,,,,,,143,172,,,,,,,,,204,,105,,,,187,,,275,,,85,60,65,135,105,100,550,Bug,Fire,Flame Body,,Swarm,"5'03""","1,6","101,4",46,,,,3,,,275,15,Slow,50,White,Neutral,40,Bug,,
638,Cobalion,5,Legendary,,,,,,,,,144,225,,,,,,,,,,,,,,,,205,,,,,91,90,129,90,72,108,580,Steel,Fighting,Justified,,,"6'11""","2,1","551,2",250,,,3,,,,290,3,Slow,35,Blue,None,80,Undiscovered,,
639,Terrakion,5,Legendary,,,,,,,,,145,226,,,,,,,,,,,,,,,,206,,,,,91,129,90,72,90,108,580,Rock,Fighting,Justified,,,"6'03""","1,9","573,2",260,,3,,,,,290,3,Slow,35,Gray,None,80,Undiscovered,,
640,Virizion,5,Legendary,,,,,,,,,146,227,,,,,,,,,,,,,,,,207,,,,,91,90,72,90,129,108,580,Grass,Fighting,Justified,,,"6'07""",2,"440,9",200,,,,,3,,290,3,Slow,35,Green,None,80,Undiscovered,,
641,Tornadus (Incarnate),5,Legendary,,,,,,,,,147,198,,,,,,,,,,,,,,,,,231,,,,79,115,70,125,80,111,580,Flying,,Prankster,Defiant,Defiant,"4'11""","1,5","138,9",63,,3,,,,,290,3,Slow,90,Green,M (100%),120,Undiscovered,,
"641,1",Tornadus (Therian),5,Legendary,,,,,,,,,,198,,,,,,,,,,,,,,,,,231,,,,79,100,80,110,90,121,580,Flying,,Regenerator,,,"4'07""","1,4","138,9",63,,,,,,3,290,3,Slow,90,Green,M (100%),120,Undiscovered,,
642,Thundurus (Incarnate),5,Legendary,,,,,,,,,148,199,,,,,,,,,,,,,,,,,232,,,,79,115,70,125,80,111,580,Electric,Flying,Prankster,Defiant,Defiant,"4'11""","1,5","134,5",61,,3,,,,,290,3,Slow,90,Blue,M (100%),120,Undiscovered,,
"642,1",Thundurus (Therian),5,Legendary,,,,,,,,,,199,,,,,,,,,,,,,,,,,232,,,,79,105,70,145,80,101,580,Electric,Flying,Volt Absorb,,,"9'10""",3,"134,5",61,,,,3,,,290,3,Slow,90,Blue,M (100%),120,Undiscovered,,
643,Reshiram,5,Special,,,,,,,,,149,295,,,,,,,,,,,,,,,,,,,,,100,120,100,150,120,90,680,Dragon,Fire,Turboblaze,,,"10'06""","3,2","727,5",330,,,,3,,,340,45,Slow,0,White,None,120,Undiscovered,,
644,Zekrom,5,Special,,,,,,,,,150,296,,,,,,,,,,,,,,,,,,,,,100,150,120,120,100,90,680,Dragon,Electric,Teravolt,,,"9'06""","2,9","760,6",345,,3,,,,,340,45,Slow,0,Black,None,120,Undiscovered,,
645,Landorus (Incarnate),5,Legendary,,,,,,,,,151,200,,,,,,,,,,,,,,,,,233,,,,89,125,90,115,80,101,600,Ground,Flying,Sand Force,Sheer Force,Sheer Force,"4'11""","1,5","149,9",68,,,,3,,,300,3,Slow,90,Brown,M (100%),120,Undiscovered,,
"645,1",Landorus (Therian),5,Legendary,,,,,,,,,,200,,,,,,,,,,,,,,,,,233,,,,89,145,90,105,80,91,600,Ground,Flying,Intimidate,,,"4'03""","1,3","149,9",68,,3,,,,,300,3,Slow,90,Brown,M (100%),120,Undiscovered,,
646,Kyurem,5,Special,,,,,,,,,152,297,,,,,,,,,,,,,,,,,,,,,125,130,90,130,90,95,660,Dragon,Ice,Pressure,,,"9'10""",3,"716,5",325,1,1,,1,,,330,3,Slow,0,Gray,None,120,Undiscovered,,
"646,1",Kyurem (Black),5,Special,,,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,125,170,100,120,90,95,700,Dragon,Ice,Teravolt,,,"10'10""","3,3","716,5",325,,3,,,,,350,3,Slow,0,Gray,None,120,Undiscovered,,
"646,2",Kyurem (White),5,Special,,,,,,,,,,297,,,,,,,,,,,,,,,,,,,,,125,120,90,170,100,95,700,Dragon,Ice,Turboblaze,,,"11'10""","3,6","716,5",325,,,,3,,,350,3,Slow,0,Gray,None,120,Undiscovered,,
647,Keldeo,5,Mythical,,,,,,,,,153,298,,,,,,,,,,,,,,,,,,,,,91,72,90,129,90,108,580,Water,Fighting,Justified,,,"4'07""","1,4","106,9","48,5",,,,3,,,290,3,Slow,35,Yellow,None,80,Undiscovered,,
648,Meloetta (Aria),5,Mythical,,,,,,,,,154,299,,,,,,,,,,,,,,,,,,,,,100,77,77,128,128,90,600,Normal,Psychic,Serene Grace,,,"2'00""","0,6","14,3","6,5",,,,1,1,1,300,3,Slow,100,White,None,120,Undiscovered,,
"648,1",Meloetta (Pirouette),5,Mythical,,,,,,,,,154,299,,,,,,,,,,,,,,,,,,,,,100,128,90,77,77,128,600,Normal,Fighting,Serene Grace,,,"2'00""","0,6","14,3","6,5",,1,1,,,1,300,3,Slow,100,White,None,120,Undiscovered,,
649,Genesect,5,Mythical,,,,,,,,,155,300,,,,,,,,,,,,,,,,,,,,,71,120,95,120,95,99,600,Bug,Steel,Download,,,"4'11""","1,5","181,9","82,5",,1,,1,,1,300,3,Slow,0,Purple,None,120,Undiscovered,,
650,Chespin,6,Starter,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,209,56,61,65,48,45,38,313,Grass,,Overgrow,,Bulletproof,"1'04""","0,4","19,8",9,,,1,,,,63,45,Med Slow,50,Green,M (87.5%),20,Field,,Lv. 16
651,Quilladin,6,Starter,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,210,61,78,95,56,58,57,405,Grass,,Overgrow,,Bulletproof,"2'04""","0,7","63,9",29,,,2,,,,142,45,Med Slow,50,Green,M (87.5%),20,Field,,Lv. 36
652,Chesnaught,6,Starter,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,211,88,107,122,74,75,64,530,Grass,Fighting,Overgrow,,Bulletproof,"5'03""","1,6","198,4",90,,,3,,,,265,45,Med Slow,50,Green,M (87.5%),20,Field,,
653,Fennekin,6,Starter,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,212,40,45,40,62,60,60,307,Fire,,Blaze,,Magician,"1'04""","0,4","20,7","9,4",,,,1,,,61,45,Med Slow,50,Red,M (87.5%),20,Field,,Lv. 16
654,Braixen,6,Starter,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,213,59,59,58,90,70,73,409,Fire,,Blaze,,Magician,"3'03""",1,32,"14,5",,,,2,,,143,45,Med Slow,50,Red,M (87.5%),20,Field,,Lv. 36
655,Delphox,6,Starter,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,214,75,69,72,114,100,104,534,Fire,Psychic,Blaze,,Magician,"4'11""","1,5",86,39,,,,3,,,267,45,Med Slow,50,Red,M (87.5%),20,Field,,
656,Froakie,6,Starter,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,215,41,56,40,62,44,71,314,Water,,Torrent,,Protean,"1'00""","0,3","15,4",7,,,,,,1,63,45,Med Slow,50,Blue,M (87.5%),20,Water 1,,Lv. 16
657,Frogadier,6,Starter,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,216,54,63,52,83,56,97,405,Water,,Torrent,,Protean,"2'00""","0,6",24,"10,9",,,,,,2,142,45,Med Slow,50,Blue,M (87.5%),20,Water 1,,Lv. 36
658,Greninja,6,Starter,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,217,72,95,67,103,71,122,530,Water,Dark,Torrent,,Protean,"4'11""","1,5","88,2",40,,,,,,3,265,45,Med Slow,50,Blue,M (87.5%),20,Water 1,,
"658,1",Ash-Greninja,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,145,67,153,71,132,640,Water,Dark,Battle Bond,,,0,0,0,0,,,,,,3,320,45,Med Slow,50,Blue,M (87.5%),20,Water 1,Undiscovered,
659,Bunnelby,6,,,,,,,,,,,,10,,,,,,,,,,,,,48,,,,,,,38,36,38,32,36,57,237,Normal,,Pickup,Cheek Pouch,Huge Power,"1'04""","0,4",11,5,,,,,,1,47,255,Med Fast,50,Brown,Neutral,15,Field,,Lv. 20
660,Diggersby,6,,,,,,,,,,,,11,,,,,,,,,,,,,49,,,,,,,85,56,77,50,77,78,423,Normal,Ground,Pickup,Cheek Pouch,Huge Power,"3'03""",1,"93,5","42,4",,2,,,,,148,127,Med Fast,50,Brown,Neutral,15,Field,,
661,Fletchling,6,,,,,,,,,,,,14,,,158,,85,,,192,,93,,,,22,,,19,,87,45,50,43,40,38,62,278,Normal,Flying,Big Pecks,,Gale Wings,"1'00""","0,3","3,7","1,7",,,,,,1,56,255,Med Slow,50,Red,Neutral,15,Flying,,Lv. 17
662,Fletchinder,6,,,,,,,,,,,,15,,,159,,86,,,193,,94,,,,23,,,20,,88,62,73,55,56,52,84,382,Fire,Flying,Flame Body,,Gale Wings,"2'04""","0,7","35,3",16,,,,,,2,134,120,Med Slow,50,Red,Neutral,15,Flying,,Lv. 35
663,Talonflame,6,,,,,,,,,,,,16,,,160,,87,,,194,,95,,,,24,,,21,,89,78,81,71,74,69,126,499,Fire,Flying,Flame Body,,Gale Wings,"3'11""","1,2",54,"24,5",,,,,,3,175,45,Med Slow,50,Red,Neutral,15,Flying,,
664,Scatterbug,6,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,35,,,38,35,40,27,25,35,200,Bug,,Shield Dust,Compound Eyes,Friend Guard,"1'00""","0,3","5,5","2,5",,,1,,,,40,255,Med Fast,50,Black,Neutral,15,Bug,,Lv. 9
665,Spewpa,6,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,36,,,45,22,60,27,30,29,213,Bug,,Shed Skin,,Friend Guard,"1'00""","0,3","18,5","8,4",,,2,,,,75,120,Med Fast,50,Black,Neutral,15,Bug,,Lv. 12
666,Vivillon (Meadow/Fancy),6,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,37,,,80,52,50,90,50,89,411,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,"3'11""","1,2","37,5",17,1,,,1,,1,185,45,Med Fast,50,Pink,Neutral,15,Bug,,
"666,1",Vivillon (Polar/Tundra/Marine),6,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,80,52,50,90,50,89,411,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,"3'11""","1,2","37,5",17,1,,,1,,1,185,45,Med Fast,50,Blue,Neutral,15,Bug,,
"666,2",Vivillon (Continental),6,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,80,52,50,90,50,89,411,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,"3'11""","1,2","37,5",17,1,,,1,,1,185,45,Med Fast,50,Yellow,Neutral,15,Bug,,
"666,3",Vivillon (Garden/Savanna/Jungle),6,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,80,52,50,90,50,89,411,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,"3'11""","1,2","37,5",17,1,,,1,,1,185,45,Med Fast,50,Green,Neutral,15,Bug,,
"666,4",Vivillon (Elegant),6,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,80,52,50,90,50,89,411,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,"3'11""","1,2","37,5",17,1,,,1,,1,185,45,Med Fast,50,Purple,Neutral,15,Bug,,
"666,5",Vivillon (Icy Snow),6,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,80,52,50,90,50,89,411,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,"3'11""","1,2","37,5",17,1,,,1,,1,185,45,Med Fast,50,White,Neutral,15,Bug,,
